,Facility Name,Address/Phone Number,,Services ,Age minimum,"Amenities (Golf, Swimming)",Occupancy rate,Certificate,Pricing,
586,Stuart Nursing & Restorative Care Center,"1500 Palm Beach RD, Stuart, FL 34994(772) 283-5887",,"Physical Therapy
Occupational Therapy
Speech Therapy
I.V. Therapy
Wound Care Therapy",,"Private and Semi-Private Rooms available
Daily Room Rate all inclusive **
Emergency Call System
Daily Housekeeping and Linen Service
Dining Room Services
Recreation Rooms
RN on Staff 24 Hours
Beauty and Barber Shop
Planned Excursions",78%,medicare and medicaid,"Daily Cost (Private Room) 
$185
Daily Cost (Semi-Private Room) 
$165",
,,,,,,,,,,
587,Surrey Place Healthcare and Rehabilitation,"5525 21St Ave W, Bradenton, FL 34209(941) 795-0448",,"rehab, Hospice Care
Outpatient Therapy, NEW: Needle Free Acupuncture
Electrical Stimulation
Therapeutic Ultrasound
Paraffin Therapy
VitalStim Therapy",,"Planned Activities
Housekeeping
Transportation
Beauty & Barber Shop
Pet Therapy
WiFi",90%,medicare and medicaid,"Daily Cost (Private Room) 
$210
Daily Cost (Semi-Private Room) 
$192",
,,,,,,,,,,
588,Tarpon Point Nursing and Rehabilitation Center,"5157 Park Club Drive, Sarasota, FL 34235(941) 377-0022",,"rehab, Respiratory Specialty Program",,"three nutritious meals per day, snacks, a full activities program, daily housekeeping and laundry services.",84%,medicare and medicaid,"Daily Cost (Private Room) 
$210
Daily Cost (Semi-Private Room) 
$198",
,,,,,,,,,,
589,Terraces of Lake Worth Rehabilitation and Health C,"1711 6Th Avenue South, Lake Worth, FL 33460(561) 586-0808",,"Audiology
Vision
Dental
Dermatology, Physical, Occupational, and 
Speech Therapy",,,91%,medicare and medicaid,"Daily Cost (Private Room) 
$226
Daily Cost (Semi-Private Room) 
$221",
,,,,,,,,,,
590,Titusville Rehabilitation & Nursing Center,"1705 Jess Parrish CT, Titusville, FL 32796(321) 269-5720",,"Post-Acute Services
Skilled Nursing Services
Rehabilitation Programs
Restorative and Long-Term Care
Respite Care
Palliative Care",,,73%,medicare and medicaid,"Daily Cost (Private Room) 
$193
Daily Cost (Semi-Private Room) 
$181",
,,,,,,,,,,
591,Tri-County Nursing Home,"7280 SW State RD 26, Trenton, FL 32693(352) 463-1222",,"skilled nursing, long term care, special care, rehab",,"Emergency call/response system conveniently located in each room.
Full bath with shower in every room in the nursing care units.
Seventeen private rooms with private baths are available.
Nutritional services supervised by a Registered Dietician. 
(Including 3 meals, snacks and Therapeutic Diets)
Housekeeping and linen services.
Scheduled and Unscheduled recreational activities.
Spacious, attractive patio, gazebo and community rooms for residents' use.
Individual heating and air conditioning for personal comfort.",77%,medicare and medicaid,"Daily Cost (Private Room) 
$206
Daily Cost (Semi-Private Room) 
$190",
,,,,,,,,,,
592,Unity Health and Rehabilitation Center,"1404 NW 22Nd Street, Miami, FL 33142(305) 325-1050",,"Post hospital/postsurgical carePhysical, occupational and speech therapyCardiac and stroke rehab monitoring program24 hour skilled nursing availableWound care nurse 7 days a weekIV therapy and tracheotomy careRestorative nursing programTherapeutic & specialized dietary servicesCoordination of dental, podiatry and vision servicesRespite careHospice and end-of-life care",,Recreational servicesSocial servicesReligious/spiritual servicesMulti-lingual staffCourtesy transportationInfectious disease physicianHouse physician and ARNP,86%,medicare and medicaid,"Daily Cost (Private Room) 
$190
Daily Cost (Semi-Private Room) 
$160",
,,,,,,,,,,
593,Viera Health and Rehabilitation Center,"8050 Spyglass Hill RD, Viera, FL 32940(321) 752-1000",,"Ortho, cardiac and stroke rehab monitoring programPhysical, occupational and speech therapyOutpatient rehabilitationRN/LPN coverage 24 hours a day, 365 days a yearIV TherapyOutpatient dialysisWound care , Respite CareHospiceprogramFall reduction programDiabetic management programNeurologic careRegistered dietitian servicesDental, podiatry, and eye care",,"Private suitesFree Wi-Fi, Recreational activities 7-days a week and end-of-life careMulti-lingual staff in English and SpanishSpa amenities availableDaily transportation",96%,medicare and medicaid,"Daily Cost (Private Room) 
$206
Daily Cost (Semi-Private Room) 
$200
",
,,,,,,,,,,
594,Waters Edge Extended Care,"1500 SW Capri ST, Palm City, FL 34990(772) 223-5863",,"        Hospice Care, rehab, skilled nursing",,,92%,medicare and medicaid,"Daily Cost (Private Room) 
$245
Daily Cost (Semi-Private Room) 
$219",
,,,,,,,,,,
595,West Melbourne Health & Rehabilitation Center,"2125 W New Haven Ave, West Melbourne, FL 32904(321) 725-7360",,"long term care, rehab, dementia care",,"Seven-Day-a-Week Physical, Occupational and Speech Therapies
Pharmaceutical and Medical Supply Assistance
Expert Dietary and Nutrition Services
Medical-Based Financial Advice and Assistance
In-House Beautician Services
Social Services
A Therapeutic Activities Program
Psychosocial Care
Laundry Services",82%,medicare and medicaid,"Daily Cost (Private Room) 
$195
Daily Cost (Semi-Private Room) 
$185",
,,,,,,,,,,
596,Westminster Woods on Julington Creek,"25 State Road 13, Jacksonville, FL 32259(904) 287-7300",,"active living, assisted living, skilled nursinm, rehab, memory support, home care",,,93%,medicare and medicaid,"Daily Cost (Private Room) 
$254
Daily Cost (Semi-Private Room) 
$228",
,,,,,,,,,,$190
597,Williston Rehabilitation and Nursing Center,"300 NW 1St Ave, Williston, FL 32696(352) 528-3561",,"Physical Therapy
Occupational Therapy
Speech Therapy
Vital Stim Therapy
Anodyne Therapy
Orthopedic Rehab


Therapy & Rehab in Gainesville & Williston, Fl        
Neurologic Rehab
Speech / Swallow Rehab
Gait / Balance Program
Osteoporosis / Posture Program
Wheelchair & Equipment Evaluation, Pain management
Palliative care
Respiratory services
Wound care
Post-surgical care
Cardiac care
Hospice care
IV management
Tracheostomy care
Ostomy care
",,"Meals, snacks & dietary supervision
Social services
Activities programs
Housekeeping, laundry & linen services
",89%,medicare and medicaid,Daily Cost (Semi-Private Room),
,,,,,,,,,,
598,Auburndale Oaks Healthcare Center,"919 Old Winter Haven RD, Auburndale, FL 33823(863) 967-4125",,nursing care,,,83%,medicare and medicaid,"Daily Cost (Private Room) 
$200
Daily Cost (Semi-Private Room) 
$187",
,,,,,,,,,,
599,Brandywyne Health Care Center,"1801 N Lake Mariam DR, Winter Haven, FL 33884(863) 293-1989",,"Alzheimer's, Alzheimers Secured Unit, Dialysis, HIV Care, Hospice Care, Pet Therapy, Respite, Tracheotomy",,,93%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
$160",
,,,,,,,,,,
600,Central Park Healthcare and Rehabilitation Center,"702 S Kings Ave, Brandon, FL 33511(813) 651-1818",,health care and rehab,,,94%,medicare and medicaid,"Daily Cost (Private Room) 
$190
Daily Cost (Semi-Private Room) 
$180
",
,,,,,,,,,,
601,Consulate Health Care of Jacksonville,"4101 Southpoint Drive East, Jacksonville, FL 32216(904) 296-6800",,"skilled nursing, rehab, long term care, dementia care, assisted living, independent living ",,,92%,medicare and medicaid,"Daily Cost (Private Room) 
$215
Daily Cost (Semi-Private Room) 
$200
",
,,,,,,,,,,
602,Consulate Health Care of Port Charlotte,"18480 Cochran Blvd, Port Charlotte, FL 33948(941) 743-4700",,"skilled nursing, rehab, long term care, dementia care, assisted living, independent living ",,,92%,medicare and medicaid,"Daily Cost (Private Room) 
$195
Daily Cost (Semi-Private Room) 
$185",
,,,,,,,,,,
603,Consulate Health Care of Tallahassee,"1650 Phillips RD, Tallahassee, FL 32308(850) 942-9868",,"skilled nursing, rehab, long term care, dementia care, assisted living, independent living ",,,96%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
$198",
,,,,,,,,,,
604,Consulate Health Care of Vero Beach,"1310 37Th ST, Vero Beach, FL 32960(772) 569-5107",,"skilled nursing, rehab, long term care, dementia care, assisted living, independent living ",,,94%,medicare and medicaid,"Daily Cost (Private Room) 
$205
Daily Cost (Semi-Private Room) 
$200
",
,,,,,,,,,,
605,Consulate Health Care of Winter Haven,"2701 Lake Alfred RD, Winter Haven, FL 33881(863) 298-5000",,"skilled nursing, rehab, long term care, dementia care, assisted living, independent living ",,,92%,medicare and medicaid,"Daily Cost (Private Room) 
$215
Daily Cost (Semi-Private Room) 
$193",
,,,,,,,,,,
606,East Ridge Retirement Village Inc.,"19301 SW 87Th Avenue, Miami, FL 33157(305) 238-2623",,"independent living, assisted living, health service",,,90%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
$223
",
,,,,,,,,,,
607,Evans Health Care,"3735 Evans Ave, Fort Myers, FL 33901(239) 277-3977",,"General Adult Medical Care
General Pediatric Medical Care
Women's Health
Osteoporosis
Attention Deficit Disorder
Diabetes Management including insulin pumps
High Blood Pressure
Geriatrics
High Cholesterol Management
Well Child Care
Allergies and Sinus Disease
Headaches
Depression and Anxiety (Adults only)
Asthma
Emphysema and other breathing problems
Rashes
Thyroid problems
Arthritis
Back Pain
Gout
Joint Problems",,,98%,medicare and medicaid,"Daily Cost (Private Room) 
$190
Daily Cost (Semi-Private Room) 
$180",
,,,,,,,,,,
608,Excel Rehabilitation and Health Center,"2811 Campus Hill DR, Tampa, FL 33612(813) 979-9400",,"Physical therapy
Occupational therapy
Speech / Language Pathology",,"Our residents’ interests are a priority.
Residents are encouraged to participate in our daily programs.
Activities are designed to provide physical as well as mental stimulation and promote interaction.
Community outings and involvement
Entertainment",88%,medicare and medicaid,"Daily Cost (Private Room) 
$215
Daily Cost (Semi-Private Room) 
$205",
,,,,,,,,,,
609,Fletcher Health and Rehabilitation Center,"518 W Fletcher Ave, Tampa, FL 33612(813) 265-1600",,"24 hr Onsite RN Coverage, HIV Care, Tracheotomy",,,93%,medicare and medicaid,"Daily Cost (Private Room) 
$198
Daily Cost (Semi-Private Room) 
$190
",
,,,,,,,,,,
610,Fort Pierce Health Care,"611 S 13Th Street, Fort Pierce, FL 34950(772) 464-5262",,skilled nursing,,,88%,medicare and medicaid,"Daily Cost (Semi-Private Room) 
$190",
,,,,,,,,,,
611,Glades Health Care Center,"230 South Barfield Highway, Pahokee, FL 33476(561) 924-5561",,"Wound Care..
Hospice Care.., rehab",,activities and socials,83%,medicare and medicaid,"Daily Cost (Private Room) 
$205
Daily Cost (Semi-Private Room) 
$195",
,,,,,,,,,,
612,Governors Creek Health and Rehabilitation,"803 Oak ST, Green Cove Springs, FL 32043(904) 284-560",,"24 hr Onsite RN Coverage, Alzheimer's, HIV Care, Hospice Care, Respite, Tracheotomy",,,93%,medicare and medicaid,"Daily Cost (Private Room) 
$179
Daily Cost (Semi-Private Room) 
$163
",
,,,,,,,,,,
613,Gracewood Rehabilitation and Nursing Care,"8600 Us Hwy 19 N, Pinellas Park, FL 33782(727) 541-7515",,"24-hour Nursing Care
IV Therapy
Respiratory Services
Wound Care
Medication Management
Physical Therapy
Occupational Therapy
Speech Therapy",,,97%,medicare and medicaid,"Daily Cost (Private Room) 
$181
Daily Cost (Semi-Private Room) 
$171",
,,,,,,,,,,
,,,,,,,,,,
614,Heritage Healthcare Center at Tallahassee,"3101 Ginger Drive, Tallahassee, FL 32308(850) 877-2177",,"skilled nursing, rehab, long term care, dementia care, assisted living, independent living ",,,92%,medicare and medicaid,"Daily Cost (Private Room) 
$208
Daily Cost (Semi-Private Room) 
$173",
,,,,,,,,,,
615,Hillcrest Nursing and Rehabilitation Center,"4200 Washington Street, Hollywood, FL 33021(954) 981-6300",,"Rehabilitation Team and Programs
Short-term Rehabilitation
Skilled Nursing Care
Long-term Care
Specialty Care
Alzheimer’s and Dementia Care
Respite Care
Hospice Care
 
",,,98%,medicare and medicaid,"Daily Cost (Private Room) 
$265
Daily Cost (Semi-Private Room) 
$220",
,,,,,,,,,,
616,"Jacaranda Manor
","4250 66Th ST N, Saint Petersburg, FL 33709",,"skilled nursing, rehab",,"Housekeeping
3 meals daily, with snacks
Laundry
Assistance with medication
Assistance with dressing, bathing and eating
Assistance with scheduling medical appointments
Social activities
Beauty/barber shop
Offsite shopping and community outings",93%,medicare and medicaid,,
,,(727) 546-2405,,,,,,,,
617,Lakeshore Villas Health Care Center,"16002 Lakeshore Villa DR, Tampa, FL 33613(813) 968-5093",,"Alzheimer's, HIV Care, Hospice Care, Pediatric, Respite, Tracheotomy",,,96%,medicare and medicaid,"Daily Cost (Private Room) 
$210
Daily Cost (Semi-Private Room) 
$195",
,,,,,,,,,,
618,Lakeside Oaks Care Center,"1061 Virginia ST, Dunedin, FL 34698(727) 733-4189",,"Hospice Care, Pet Therapy, Tracheotomy",,,98%,medicare and medicaid,"Daily Cost (Private Room) 
$180
Daily Cost (Semi-Private Room) 
$170",
,,,,,,,,,,
619,Laurellwood Nursing Center,"3127 57Th Ave N, Saint Petersburg, FL 33714(727) 527-2171",,"24-hour Nursing Care
IV Therapy
Respiratory Services
Wound Care
Medication Management
Physical Therapy
Occupational Therapy
Speech Therapy",,,87%,medicare and medicaid,"Daily Cost (Private Room) 
$188
Daily Cost (Semi-Private Room) 
$188",
,,,,,,,,,,
620,Marshall Health and Rehabilitation Center,"207 Marshall Drive, Perry, FL 32347(850) 584-6334",,"""Activities Services:  
Clinical Lab Service:  
  Dietary Services:  
Housekeeping Services:  
Mental Health Services:  
Nursing Services:  
Occupational Therapy Services:  
Other Activity Services:  
Pharmacy Services:  
Physical Therapy Services:  
Physician Services:  
Physician Extender Services:  
Podiatry Services:  
Social Work Services:  
Speech/Language
Pathology Services:""",,,88%,medicare and medicaid,"Daily Cost (Private Room) 
$200
Daily Cost (Semi-Private Room) 
$175",
,,,,,,,,,,
621,Oakhurst Center,"1501 SE 24Th RD, Ocala, FL 34471(352) 629-8900",,"ShortStay care
LongTerm care
Respite care
Attending Physicians
Registered Nurses
Audiology care
Bariatric specialties
Colostomy care
Dementia care
Dental care
IV Therapy
Personal care
Podiatry care
Psychiatric services
Total Parenteral Nutrition (TPN)
Vision care
Wound care
X-ray
Hospice care
Pain management
Palliative care
Case management
Dietary and nutrition needs management
Discharge planning
Individual treatment plans
Rehabilitation therapy
Physical therapy
Occupational therapy
Speech therapy
Heparin therapy
Medication management
Orthopedic Rehabilitation - including joint replacement, injuries and amputation
Coordinated transportation
Cultural, educational, religious and social activities
Recreation activities",,"Activity room
Private and Semi-Private Rooms
Private bathroom
Spacious rooms
Beautiful Garden(s) / Courtyard(s)
Conveniently Located
Scenic views
Suburban setting
Beauty Salon / Barber Services
Cable Television
Comfortable common and lounge areas to gather with friends and family
Dining Room
Fully air conditioned
Individual climate control
In-room dining options
Alarm sytem to aid in the security of residents with cognitive deficits
Computer with internet access
Housekeeping
Pets Permitted
Pharmaceutical delivery service
Phone service
Telephone
Wireless Internet
Smoke free environment",89%,medicare and medicaid,"Daily Cost (Private Room) 
$220
Daily Cost (Semi-Private Room) 
$197",
622,Plantation Key Nursing Center,"48 High Point Road, Tavernier, FL 33070(305) 853-0799",,"Nursing home
Rehabilitation center
Respiratory care
Wound care
Speech therapy
Occupational therapy
Physical therapy
IV therapy
",,,39%,medicare and medicaid,,
,,,,,,,,,,
,,,,,,,,,,
623,Rio Pinar Health Care,"7950 Lake Underhill Road, Orlando, FL 32822(407) 658-204",,skilled nursing,,,93%,medicare and medicaid,"Daily Cost (Private Room) 
$194
Daily Cost (Semi-Private Room) 
$183",
,,,,,,,,,,
624,Southern Pines Healthcare Center,"6140 Congress ST, New Port Richey, FL 34653(727) 842-8402",,"speech, occupational, and physical therapy, skilled, intermediate, and palliative nursing care",," basketball, shot put and a wheelchair race.",73%,medicare and medicaid,"Daily Cost (Private Room) 
$180
Daily Cost (Semi-Private Room) 
$160",
,,,,,,,,,,
625,St. James Health and Rehabilitation Center,"239 Crooked River Road, Carrabelle, FL 32322(850) 697-2020",,"24-hour Nursing Care
Post-surgical Management
Management of Medical Conditions and Treatments
Respiratory and Tracheotomy Care
Oncology
Wound Management Program
IV Services
Comprehensive Patient Education & Training in Self-Care, Dentistry
Podiatry
Audiology
Optometry
Laboratory Services
Radiology
Pharmacy
Psychiatry
Whirlpool Therapy
Hospice, Nursing Rehab (7 days)
Physical Therapy (6 days) including Neurological & Orthopedic Rehabilitation
Occupational Therapy (7 days)
Speech Therapy
Psychological Services
Art Therapy
Enteral Nutrition Support
Sensory Stimulation Program
Therapeutic Recreation
",,,81%,medicare and medicaid,,
